annual_collision_p,acpl,f_rem_risk,f_res_risk,f_risk_red,false_alarm_rate,man_rate,rem_risk,res_risk,risk_red,sma,inc,d_ref,scaling_factor
4.06e-05,1e-09,0.471328,0.000239343,0.999761,0.999999,42.2606,1.9136e-05,5.13852e-09,2.14642e-05,6578.137,60.0,0.32,1.0
4.06e-05,6e-09,0.472067,0.0016376,0.998362,0.999999,31.503,1.9166e-05,3.51582e-08,2.14341e-05,6578.137,60.0,0.32,1.0
4.06e-05,3.6e-08,0.476504,0.0100272,0.989973,0.999999,20.7458,1.93461e-05,2.15277e-07,2.1254e-05,6578.137,60.0,0.32,1.0
4.06e-05,2.2e-07,0.503711,0.0614789,0.938521,0.999998,9.87898,2.04508e-05,1.31991e-06,2.01494e-05,6578.137,60.0,0.32,1.0
4.06e-05,1.3e-06,0.587934,0.22075,0.77925,0.999994,2.59442,2.38702e-05,4.73935e-06,1.67299e-05,6578.137,60.0,0.32,1.0
4.06e-05,7.7e-06,0.74343,0.514806,0.485194,0.999983,0.617779,3.01834e-05,1.10525e-05,1.04168e-05,6578.137,60.0,0.32,1.0
4.06e-05,4.6e-05,0.971545,0.946189,0.0538112,0.999884,0.00997629,3.94448e-05,2.0314e-05,1.15529e-06,6578.137,60.0,0.32,1.0
4.06e-05,0.00028,0.985939,0.97341,0.0265899,0.998765,0.000462261,4.00293e-05,2.08984e-05,5.70866e-07,6578.137,60.0,0.32,1.0
4.06e-05,0.0017,0.992466,0.985752,0.0142477,0.99756,0.000125356,4.02943e-05,2.11634e-05,3.05888e-07,6578.137,60.0,0.32,1.0
4.06e-05,0.01,0.999994,0.999989,1.0657e-05,0.989838,2.25159e-08,4.05999e-05,2.14691e-05,2.28798e-10,6578.137,60.0,0.32,1.0
0.0002804,1e-09,0.818377,0.000346958,0.999653,1.0,202.634,0.000229487,1.76768e-08,5.09302e-05,6678.137,60.0,0.32,1.0
0.0002804,6e-09,0.818902,0.00324109,0.996759,1.0,149.792,0.000229634,1.65127e-07,5.07828e-05,6678.137,60.0,0.32,1.0
0.0002804,3.6e-08,0.822058,0.0206072,0.979393,0.999999,96.9486,0.000230519,1.04989e-06,4.9898e-05,6678.137,60.0,0.32,1.0
0.0002804,2.2e-07,0.841408,0.127112,0.872888,0.999999,43.5676,0.000235945,6.47611e-06,4.44718e-05,6678.137,60.0,0.32,1.0
0.0002804,1.3e-06,0.908283,0.495192,0.504808,0.999994,4.54734,0.000254698,2.5229e-05,2.57189e-05,6678.137,60.0,0.32,1.0
0.0002804,7.7e-06,0.954374,0.748877,0.251123,0.999979,0.621984,0.000267623,3.81537e-05,1.27942e-05,6678.137,60.0,0.32,1.0
0.0002804,4.6e-05,0.988907,0.938943,0.0610566,0.999684,0.00982955,0.000277306,4.78372e-05,3.11071e-06,6678.137,60.0,0.32,1.0
0.0002804,0.00028,0.990747,0.94907,0.0509304,0.997991,0.00129132,0.000277822,4.83531e-05,2.5948e-06,6678.137,60.0,0.32,1.0
0.0002804,0.0017,0.992933,0.961103,0.0388974,0.995901,0.000483468,0.000278435,4.89662e-05,1.98174e-06,6678.137,60.0,0.32,1.0
0.0002804,0.01,0.999578,0.997678,0.0023224,0.987971,9.8367e-06,0.000280298,5.08296e-05,1.18322e-07,6678.137,60.0,0.32,1.0
0.0009622,1e-09,0.839866,0.0,1.0,0.999998,91.4548,0.000808099,0.0,0.000154077,6778.137,60.0,0.32,1.0
0.0009622,6e-09,0.839932,0.000149132,0.999851,0.999998,68.6553,0.000808163,2.29717e-08,0.000154013,6778.137,60.0,0.32,1.0
0.0009622,3.6e-08,0.840329,0.00262731,0.997373,0.999997,45.8558,0.000808545,4.04701e-07,0.000153632,6778.137,60.0,0.32,1.0
0.0009622,2.2e-07,0.842762,0.0178272,0.982173,0.999993,22.8222,0.000810886,2.74604e-06,0.00015129,6778.137,60.0,0.32,1.0
0.0009622,1.3e-06,0.852875,0.0809946,0.919005,0.999965,4.09367,0.000820616,1.24761e-05,0.00014156,6778.137,60.0,0.32,1.0
0.0009622,7.7e-06,0.861445,0.134527,0.865473,0.999919,1.64814,0.000828862,2.07221e-05,0.000133314,6778.137,60.0,0.32,1.0
0.0009622,4.6e-05,0.885515,0.284879,0.715121,0.999685,0.350181,0.000852022,4.38818e-05,0.000110155,6778.137,60.0,0.32,1.0
0.0009622,0.00028,0.912606,0.454102,0.545898,0.998666,0.0630525,0.000878088,6.99482e-05,8.40882e-05,6778.137,60.0,0.32,1.0
0.0009622,0.0017,0.949122,0.682196,0.317804,0.995737,0.0114841,0.000913223,0.000105083,4.89534e-05,6778.137,60.0,0.32,1.0
0.0009622,0.01,0.988308,0.92697,0.0730302,0.98018,0.000567572,0.000950927,0.000142787,1.12493e-05,6778.137,60.0,0.32,1.0
0.001993,1e-09,0.771862,0.0,1.0,0.999993,61.387,0.00153816,0.0,0.000454631,6878.137,60.0,0.32,1.0
0.001993,6e-09,0.771882,0.0,1.0,0.99999,47.0982,0.0015382,0.0,0.000454592,6878.137,60.0,0.32,1.0
0.001993,3.6e-08,0.772002,0.0004073,0.999593,0.999986,32.8098,0.00153844,1.85133e-07,0.000454352,6878.137,60.0,0.32,1.0
0.001993,2.2e-07,0.772738,0.00363542,0.996365,0.999975,18.375,0.0015399,1.65244e-06,0.000452885,6878.137,60.0,0.32,1.0
0.001993,1.3e-06,0.775938,0.0176664,0.982334,0.99993,6.35703,0.00154628,8.03003e-06,0.000446507,6878.137,60.0,0.32,1.0
0.001993,7.7e-06,0.781376,0.0415067,0.958493,0.999867,3.2877,0.00155712,1.88664e-05,0.000435671,6878.137,60.0,0.32,1.0
0.001993,4.6e-05,0.803807,0.139848,0.860152,0.999603,0.983875,0.00160182,6.35664e-05,0.000390971,6878.137,60.0,0.32,1.0
0.001993,0.00028,0.840483,0.300642,0.699358,0.998549,0.219012,0.00167491,0.000136653,0.000317884,6878.137,60.0,0.32,1.0
0.001993,0.0017,0.903399,0.576481,0.423519,0.995206,0.0401513,0.00180028,0.000262032,0.000192505,6878.137,60.0,0.32,1.0
0.001993,0.01,0.961036,0.829172,0.170828,0.979068,0.00370955,0.00191514,0.00037689,7.76476e-05,6878.137,60.0,0.32,1.0
0.003717,1e-09,0.816844,0.0,1.0,0.999985,45.4119,0.00303586,0.0,0.000680712,6978.137,60.0,0.32,1.0
0.003717,6e-09,0.816852,0.0,1.0,0.999981,35.1323,0.00303589,0.0,0.000680683,6978.137,60.0,0.32,1.0
0.003717,3.6e-08,0.816898,8.79037e-05,0.999912,0.999973,24.8525,0.00303606,5.98247e-08,0.000680511,6978.137,60.0,0.32,1.0
0.003717,2.2e-07,0.817182,0.00163903,0.998361,0.999953,14.4671,0.00303712,1.11548e-06,0.000679455,6978.137,60.0,0.32,1.0
0.003717,1.3e-06,0.818466,0.0086469,0.991353,0.999881,5.64657,0.00304189,5.88483e-06,0.000674686,6978.137,60.0,0.32,1.0
0.003717,7.7e-06,0.820982,0.0223877,0.977612,0.999778,2.99178,0.00305124,1.52364e-05,0.000665334,6978.137,60.0,0.32,1.0
0.003717,4.6e-05,0.831632,0.080547,0.919453,0.999338,0.94521,0.00309082,5.48179e-05,0.000625753,6978.137,60.0,0.32,1.0
0.003717,0.00028,0.850018,0.180951,0.819049,0.998107,0.294531,0.00315915,0.00012315,0.000557421,6978.137,60.0,0.32,1.0
0.003717,0.0017,0.892184,0.41122,0.58878,0.995054,0.0810229,0.00331587,0.000279864,0.000400706,6978.137,60.0,0.32,1.0
0.003717,0.01,0.952469,0.740436,0.259564,0.976945,0.00766231,0.00353992,0.000503919,0.000176651,6978.137,60.0,0.32,1.0
0.008872,1e-09,0.866162,0.0,1.0,0.999969,38.1293,0.00768431,0.0,0.00118737,7078.137,60.0,0.32,1.0
0.008872,6e-09,0.866165,0.0,1.0,0.99996,29.6218,0.00768434,0.0,0.00118735,7078.137,60.0,0.32,1.0
0.008872,3.6e-08,0.866181,0.0,1.0,0.999944,21.114,0.00768448,0.0,0.0011872,7078.137,60.0,0.32,1.0
0.008872,2.2e-07,0.866279,0.000484096,0.999516,0.999905,12.5192,0.00768535,5.74576e-07,0.00118633,7078.137,60.0,0.32,1.0
0.008872,1.3e-06,0.866722,0.00379176,0.996208,0.999774,5.23867,0.00768928,4.50046e-06,0.0011824,7078.137,60.0,0.32,1.0
0.008872,7.7e-06,0.867617,0.0104838,0.989516,0.999606,2.97879,0.00769722,1.24432e-05,0.00117446,7078.137,60.0,0.32,1.0
0.008872,4.6e-05,0.87143,0.038984,0.961016,0.999078,1.2372,0.00773105,4.62703e-05,0.00114063,7078.137,60.0,0.32,1.0
0.008872,0.00028,0.879982,0.102912,0.897088,0.998129,0.569189,0.00780693,0.000122147,0.00106476,7078.137,60.0,0.32,1.0
0.008872,0.0017,0.915716,0.370007,0.629993,0.9953,0.159097,0.00812394,0.000439163,0.000747741,7078.137,60.0,0.32,1.0
0.008872,0.01,0.964229,0.732626,0.267374,0.976886,0.0137298,0.00855434,0.000869558,0.000317347,7078.137,60.0,0.32,1.0
0.01592,1e-09,0.883257,0.0,1.0,0.999943,32.331,0.0140593,0.0,0.00185826,7178.137,60.0,0.32,1.0
0.01592,6e-09,0.883258,0.0,1.0,0.999927,25.4734,0.0140593,0.0,0.00185824,7178.137,60.0,0.32,1.0
0.01592,3.6e-08,0.883265,0.0,1.0,0.9999,18.6146,0.0140594,0.0,0.00185812,7178.137,60.0,0.32,1.0
0.01592,2.2e-07,0.88331,0.000214379,0.999786,0.999841,11.686,0.0140601,3.98277e-07,0.00185742,7178.137,60.0,0.32,1.0
