annual_collision_p,acpl,f_rem_risk,f_res_risk,f_risk_red,false_alarm_rate,man_rate,rem_risk,res_risk,risk_red,d_ref,scaling_factor
0.002,1e-06,0.147527,0.147527,0.852473,0.999996,419.115,0.000295121,0.000295121,0.00170533,0.26,1.0
0.002,1e-05,0.614783,0.614783,0.385217,0.999912,8.73583,0.00122984,0.00122984,0.000770609,0.26,1.0
0.002,0.0001,0.733588,0.733588,0.266412,0.999659,1.5651,0.00146751,0.00146751,0.000532945,0.26,1.0
0.002,0.001,0.865986,0.865986,0.134014,0.993488,0.0411691,0.00173236,0.00173236,0.000268089,0.26,1.0
0.002,0.01,0.929686,0.929686,0.070314,0.980546,0.00723048,0.00185979,0.00185979,0.00014066,0.26,1.0
0.002,0.1,0.999995,0.999995,5.30284e-06,0.89727,1.03261e-07,0.00200044,0.00200044,1.06081e-08,0.26,1.0
