annual_collision_p,acpl,f_rem_risk,f_res_risk,f_risk_red,false_alarm_rate,man_rate,rem_risk,res_risk,risk_red,sma,radar_wavelength,d_ref,scaling_factor
0.006233,4.6e-07,0.882734,0.00210708,0.997893,0.999864,5.36526,0.00550206,1.54336e-06,0.000730917,7378.137,0.1,0.26,1.0
0.006233,3.6e-06,0.88327,0.00667251,0.993327,0.999677,2.25463,0.00550541,4.88735e-06,0.000727573,7378.137,0.1,0.26,1.0
0.006233,2.8e-05,0.88554,0.0259881,0.974012,0.999263,0.96791,0.00551955,1.90353e-05,0.000713426,7378.137,0.1,0.26,1.0
0.006233,0.00022,0.893444,0.0932436,0.906756,0.998201,0.369245,0.00556882,6.82973e-05,0.000664164,7378.137,0.1,0.26,1.0
0.006233,0.0017,0.923009,0.344834,0.655166,0.992459,0.0636389,0.0057531,0.000252577,0.000479883,7378.137,0.1,0.26,1.0
0.006233,0.013,0.959137,0.65227,0.34773,0.961928,0.00668982,0.00597828,0.000477762,0.000254698,7378.137,0.1,0.26,1.0
0.006233,0.1,0.989064,0.906937,0.0930629,0.843136,0.000434547,0.00616482,0.000664296,6.81649e-05,7378.137,0.1,0.26,1.0
0.004549,1e-09,0.935473,0.0,1.0,0.999987,22.6838,0.0042551,0.0,0.000293506,7478.137,0.1,0.26,1.0
0.004549,7.7e-09,0.935478,0.0,1.0,0.999982,16.2511,0.00425512,0.0,0.000293485,7478.137,0.1,0.26,1.0
0.004549,6e-08,0.935514,0.0,1.0,0.99997,9.78094,0.00425528,0.0,0.00029332,7478.137,0.1,0.26,1.0
0.004549,4.6e-07,0.935791,0.00423743,0.995763,0.999913,3.37016,0.00425654,1.24286e-06,0.000292063,7478.137,0.1,0.26,1.0
0.004549,3.6e-06,0.936262,0.011545,0.988455,0.99978,1.31944,0.00425868,3.38622e-06,0.00028992,7478.137,0.1,0.26,1.0
0.004549,2.8e-05,0.938138,0.0406373,0.959363,0.999484,0.544953,0.00426722,1.19192e-05,0.000281387,7478.137,0.1,0.26,1.0
0.004549,0.00022,0.944384,0.13751,0.86249,0.998707,0.195693,0.00429563,4.03327e-05,0.000252973,7478.137,0.1,0.26,1.0
0.004549,0.0017,0.965551,0.465761,0.534239,0.994863,0.0305012,0.00439191,0.00013661,0.000156696,7478.137,0.1,0.26,1.0
0.004549,0.013,0.988019,0.814191,0.185809,0.970871,0.00187097,0.0044941,0.000238807,5.44989e-05,7478.137,0.1,0.26,1.0
0.004549,0.1,0.998402,0.975223,0.0247771,0.850715,4.86805e-05,0.00454134,0.000286039,7.26727e-06,7478.137,0.1,0.26,1.0
0.005091,1e-09,0.952702,0.0,1.0,0.999984,15.0755,0.00485039,0.0,0.000240802,7578.137,0.1,0.26,1.0
0.005091,7.7e-09,0.952705,0.0,1.0,0.999978,10.8756,0.00485041,0.0,0.000240788,7578.137,0.1,0.26,1.0
0.005091,6e-08,0.952726,0.0,1.0,0.999964,6.65119,0.00485051,0.0,0.000240681,7578.137,0.1,0.26,1.0
0.005091,4.6e-07,0.952887,0.00318087,0.996819,0.999903,2.46634,0.00485134,7.65399e-07,0.00023986,7578.137,0.1,0.26,1.0
0.005091,3.6e-06,0.953193,0.0096455,0.990355,0.99977,1.03471,0.00485289,2.32095e-06,0.000238305,7578.137,0.1,0.26,1.0
0.005091,2.8e-05,0.954431,0.0358469,0.964153,0.999499,0.463165,0.0048592,8.62568e-06,0.000232,7578.137,0.1,0.26,1.0
0.005091,0.00022,0.959236,0.137502,0.862498,0.998792,0.171821,0.00488366,3.30866e-05,0.000207539,7578.137,0.1,0.26,1.0
0.005091,0.0017,0.975896,0.490003,0.509997,0.994841,0.023787,0.00496848,0.000117907,0.000122718,7578.137,0.1,0.26,1.0
0.005091,0.013,0.991471,0.819544,0.180456,0.96459,0.00122627,0.00504777,0.000197203,4.34224e-05,7578.137,0.1,0.26,1.0
0.005091,0.1,0.997802,0.953501,0.0464987,0.833423,6.71689e-05,0.00508001,0.000229437,1.11888e-05,7578.137,0.1,0.26,1.0
0.000138,1e-09,0.0,0.0,1.0,1.0,1198.87,0.0,0.0,0.000149506,6578.137,0.125,0.26,1.0
0.000138,7.7e-09,0.0,0.0,1.0,1.0,821.864,0.0,0.0,0.000148268,6578.137,0.125,0.26,1.0
0.000138,6e-08,0.0,0.0,1.0,1.0,442.618,0.0,0.0,0.000138608,6578.137,0.125,0.26,1.0
0.000138,4.6e-07,0.525502,0.525502,0.474498,0.999999,68.2941,7.25321e-05,7.25321e-05,6.54923e-05,6578.137,0.125,0.26,1.0
0.000138,3.6e-06,0.83464,0.83464,0.16536,0.999976,0.962718,0.000115201,0.000115201,2.28237e-05,6578.137,0.125,0.26,1.0
0.000138,2.8e-05,0.897376,0.897376,0.102624,0.999909,0.156443,0.00012386,0.00012386,1.41646e-05,6578.137,0.125,0.26,1.0
0.000138,0.00022,0.954145,0.954145,0.0458546,0.998358,0.00385406,0.000131695,0.000131695,6.32906e-06,6578.137,0.125,0.26,1.0
0.000138,0.0017,0.96585,0.96585,0.0341502,0.99094,0.000520259,0.000133311,0.000133311,4.71356e-06,6578.137,0.125,0.26,1.0
0.000138,0.013,0.981726,0.981726,0.0182743,0.97938,0.000122326,0.000135502,0.000135502,2.5223e-06,6578.137,0.125,0.26,1.0
0.000138,0.1,1.0,1.0,0.0,0.0,0.0,0.000138024,0.000138024,0.0,6578.137,0.125,0.26,1.0
0.0004822,1e-09,0.41245,0.0,1.0,1.0,1766.13,0.000198877,0.0,0.000283307,6678.137,0.125,0.26,1.0
0.0004822,7.7e-09,0.41622,0.0,1.0,1.0,1212.37,0.000200694,0.0,0.00028149,6678.137,0.125,0.26,1.0
0.0004822,6e-08,0.445646,0.0026157,0.997384,1.0,655.335,0.000214883,7.01012e-07,0.000267301,6678.137,0.125,0.26,1.0
0.0004822,4.6e-07,0.667237,0.401299,0.598701,0.999998,106.788,0.000321731,0.000107549,0.000160453,6678.137,0.125,0.26,1.0
0.0004822,3.6e-06,0.815632,0.668288,0.331712,0.99998,4.4503,0.000393284,0.000179102,8.88995e-05,6678.137,0.125,0.26,1.0
0.0004822,2.8e-05,0.897597,0.815759,0.184241,0.99992,0.616003,0.000432807,0.000218625,4.93769e-05,6678.137,0.125,0.26,1.0
0.0004822,0.00022,0.949967,0.909982,0.0900176,0.999069,0.0259108,0.000458059,0.000243877,2.41249e-05,6678.137,0.125,0.26,1.0
0.0004822,0.0017,0.980782,0.965422,0.0345776,0.995299,0.00197138,0.000472917,0.000258735,9.26685e-06,6678.137,0.125,0.26,1.0
0.0004822,0.013,0.997581,0.995648,0.00435155,0.981804,6.40917e-05,0.000481018,0.000266836,1.16622e-06,6678.137,0.125,0.26,1.0
0.0004822,0.1,1.0,1.0,0.0,0.0,0.0,0.000482184,0.000268002,0.0,6678.137,0.125,0.26,1.0
0.0008527,1e-09,0.420662,0.0,1.0,0.999999,829.074,0.000358713,0.0,0.000494021,6778.137,0.125,0.26,1.0
0.0008527,7.7e-09,0.421642,0.0,1.0,0.999999,574.604,0.000359549,0.0,0.000493186,6778.137,0.125,0.26,1.0
0.0008527,6e-08,0.429289,0.000982688,0.999017,0.999998,318.613,0.000366069,4.78711e-07,0.000486665,6778.137,0.125,0.26,1.0
0.0008527,4.6e-07,0.487198,0.102352,0.897648,0.999993,65.8501,0.000415451,4.986e-05,0.000437284,6778.137,0.125,0.26,1.0
0.0008527,3.6e-06,0.540791,0.196164,0.803836,0.999957,9.00294,0.000461151,9.55603e-05,0.000391584,6778.137,0.125,0.26,1.0
0.0008527,2.8e-05,0.621005,0.336578,0.663422,0.999823,1.82959,0.000529553,0.000163962,0.000323182,6778.137,0.125,0.26,1.0
0.0008527,0.00022,0.741042,0.546699,0.453301,0.998974,0.215142,0.000631912,0.000266321,0.000220823,6778.137,0.125,0.26,1.0
0.0008527,0.0017,0.865851,0.765175,0.234825,0.994885,0.0223653,0.000738341,0.000372751,0.000114393,6778.137,0.125,0.26,1.0
0.0008527,0.013,0.970888,0.94904,0.0509603,0.971898,0.000883378,0.00082791,0.000462319,2.4825e-05,6778.137,0.125,0.26,1.0
0.0008527,0.1,0.996578,0.994009,0.00599074,0.842279,1.85032e-05,0.000849816,0.000484226,2.91835e-06,6778.137,0.125,0.26,1.0
0.002415,1e-09,0.596147,0.0,1.0,0.999998,442.808,0.00143999,0.0,0.000975503,6878.137,0.125,0.26,1.0
0.002415,7.7e-09,0.596328,0.0,1.0,0.999997,309.395,0.00144043,0.0,0.000975065,6878.137,0.125,0.26,1.0
0.002415,6e-08,0.597743,0.0,1.0,0.999994,175.215,0.00144384,0.0,0.000971647,6878.137,0.125,0.26,1.0
0.002415,4.6e-07,0.608455,0.0264349,0.973565,0.999978,42.7379,0.00146972,2.56803e-05,0.000945772,6878.137,0.125,0.26,1.0
0.002415,3.6e-06,0.620453,0.0562666,0.943733,0.999911,10.2681,0.0014987,5.46603e-05,0.000916792,6878.137,0.125,0.26,1.0
0.002415,2.8e-05,0.652283,0.135411,0.864589,0.999694,2.74379,0.00157558,0.000131545,0.000839907,6878.137,0.125,0.26,1.0
0.002415,0.00022,0.711671,0.283079,0.716921,0.998751,0.557614,0.00171903,0.000274998,0.000696455,6878.137,0.125,0.26,1.0
0.002415,0.0017,0.827833,0.571912,0.428088,0.993915,0.0683389,0.00199962,0.000555585,0.000415868,6878.137,0.125,0.26,1.0
0.002415,0.013,0.944191,0.861233,0.138767,0.971056,0.00465745,0.00228068,0.000836647,0.000134806,6878.137,0.125,0.26,1.0
0.002415,0.1,0.990141,0.975485,0.0245152,0.845949,0.000154594,0.00239167,0.000947637,2.38153e-05,6878.137,0.125,0.26,1.0
0.004625,1e-09,0.647463,0.0,1.0,0.999994,255.134,0.0029944,0.0,0.00163042,6978.137,0.125,0.26,1.0
0.004625,7.7e-09,0.647517,0.0,1.0,0.999991,180.297,0.00299465,0.0,0.00163017,6978.137,0.125,0.26,1.0
0.004625,6e-08,0.647931,0.0,1.0,0.999984,105.03,0.00299656,0.0,0.00162825,6978.137,0.125,0.26,1.0
0.004625,4.6e-07,0.651075,0.00861001,0.99139,0.999947,30.6543,0.00301111,1.40148e-05,0.00161371,6978.137,0.125,0.26,1.0
0.004625,3.6e-06,0.655548,0.0213177,0.978682,0.999835,9.62804,0.00303179,3.46995e-05,0.00159303,6978.137,0.125,0.26,1.0
0.004625,2.8e-05,0.671057,0.0653845,0.934616,0.999448,2.75838,0.00310352,0.000106428,0.0015213,6978.137,0.125,0.26,1.0
0.004625,0.00022,0.700085,0.147861,0.852139,0.99845,0.894923,0.00323777,0.000240678,0.00138705,6978.137,0.125,0.26,1.0
0.004625,0.0017,0.806661,0.450672,0.549328,0.994046,0.150189,0.00373066,0.000733573,0.000894156,6978.137,0.125,0.26,1.0
0.004625,0.013,0.943384,0.839139,0.160861,0.970167,0.00877689,0.00436298,0.00136589,0.000261838,6978.137,0.125,0.26,1.0
0.004625,0.1,0.98605,0.960363,0.0396371,0.827754,0.000374572,0.0045603,0.00156321,6.45184e-05,6978.137,0.125,0.26,1.0
0.008832,1e-09,0.743664,0.0,1.0,0.999982,128.141,0.00656772,0.0,0.00226385,7078.137,0.125,0.26,1.0
0.008832,7.7e-09,0.743677,0.0,1.0,0.999975,91.7745,0.00656784,0.0,0.00226373,7078.137,0.125,0.26,1.0
0.008832,6e-08,0.743783,0.0,1.0,0.999959,55.1967,0.00656877,0.0,0.0022628,7078.137,0.125,0.26,1.0
0.008832,4.6e-07,0.744584,0.00303803,0.996962,0.999881,19.0254,0.00657585,6.87385e-06,0.00225572,7078.137,0.125,0.26,1.0
0.008832,3.6e-06,0.74594,0.00833199,0.991668,0.999711,7.76792,0.00658783,1.88519e-05,0.00224375,7078.137,0.125,0.26,1.0
0.008832,2.8e-05,0.751673,0.0307078,0.969292,0.999286,3.07348,0.00663845,6.94794e-05,0.00219312,7078.137,0.125,0.26,1.0
0.008832,0.00022,0.767764,0.0935143,0.906486,0.99845,1.32299,0.00678056,0.000211585,0.00205101,7078.137,0.125,0.26,1.0
0.008832,0.0017,0.850955,0.418236,0.581764,0.994335,0.23237,0.00751527,0.0009463,0.0013163,7078.137,0.125,0.26,1.0
0.008832,0.013,0.961396,0.849319,0.150681,0.976484,0.0144976,0.00849064,0.00192167,0.00034093,7078.137,0.125,0.26,1.0
0.008832,0.1,0.994085,0.976913,0.0230865,0.83378,0.000314256,0.00877934,0.00221036,5.22356e-05,7078.137,0.125,0.26,1.0
0.01339,1e-09,0.800992,0.0,1.0,0.999969,86.1011,0.0107248,0.0,0.00266458,7178.137,0.125,0.26,1.0
0.01339,7.7e-09,0.800998,0.0,1.0,0.999958,62.7514,0.0107248,0.0,0.0026645,7178.137,0.125,0.26,1.0
0.01339,6e-08,0.801043,0.0,1.0,0.999932,39.2646,0.0107254,0.0,0.0026639,7178.137,0.125,0.26,1.0
0.01339,4.6e-07,0.801383,0.0015996,0.9984,0.999834,16.0151,0.01073,4.26071e-06,0.00265935,7178.137,0.125,0.26,1.0
0.01339,3.6e-06,0.802076,0.005081,0.994919,0.999661,7.81456,0.0107393,1.35338e-05,0.00265008,7178.137,0.125,0.26,1.0
0.01339,2.8e-05,0.805325,0.0214141,0.978586,0.999329,3.8872,0.0107828,5.70389e-05,0.00260657,7178.137,0.125,0.26,1.0
0.01339,0.00022,0.819239,0.0913578,0.908642,0.9986,1.72847,0.0109691,0.000243342,0.00242027,7178.137,0.125,0.26,1.0
0.01339,0.0017,0.890095,0.447536,0.552464,0.994417,0.263591,0.0119178,0.00119206,0.00147155,7178.137,0.125,0.26,1.0
0.01339,0.013,0.972163,0.860071,0.139929,0.97421,0.0144521,0.0130166,0.00229089,0.000372717,7178.137,0.125,0.26,1.0
0.01339,0.1,0.995325,0.976498,0.0235016,0.836048,0.000381813,0.0133267,0.00260101,6.25992e-05,7178.137,0.125,0.26,1.0
0.01003,1e-09,0.866183,0.0,1.0,0.999975,53.1859,0.00868544,0.0,0.00134181,7278.137,0.125,0.26,1.0
0.01003,7.7e-09,0.866188,0.0,1.0,0.999965,38.7989,0.00868549,0.0,0.00134176,7278.137,0.125,0.26,1.0
0.01003,6e-08,0.866225,0.0,1.0,0.999945,24.3278,0.00868585,0.0,0.0013414,7278.137,0.125,0.26,1.0
0.01003,4.6e-07,0.866505,0.00206046,0.99794,0.999866,9.99562,0.00868866,2.7638e-06,0.00133859,7278.137,0.125,0.26,1.0
0.01003,3.6e-06,0.867071,0.00629194,0.993708,0.999732,4.97349,0.00869434,8.4397e-06,0.00133291,7278.137,0.125,0.26,1.0
0.01003,2.8e-05,0.869823,0.0268662,0.973134,0.999479,2.50393,0.00872194,3.6037e-05,0.00130531,7278.137,0.125,0.26,1.0
0.01003,0.00022,0.882738,0.123409,0.876591,0.998845,1.01785,0.00885143,0.000165535,0.00117582,7278.137,0.125,0.26,1.0
0.01003,0.0017,0.933985,0.506503,0.493497,0.995299,0.140822,0.0093653,0.000679398,0.000661953,7278.137,0.125,0.26,1.0
0.01003,0.013,0.98302,0.873066,0.126934,0.972585,0.00621062,0.00985699,0.00117109,0.000170263,7278.137,0.125,0.26,1.0
0.01003,0.1,0.997312,0.979907,0.0200926,0.819587,0.000149386,0.0100003,0.0013144,2.69512e-05,7278.137,0.125,0.26,1.0
0.006233,1e-09,0.882388,0.0,1.0,0.999979,34.2199,0.00549991,0.0,0.000733074,7378.137,0.125,0.26,1.0
0.006233,7.7e-09,0.882393,0.0,1.0,0.99997,24.6108,0.00549994,0.0,0.000733043,7378.137,0.125,0.26,1.0
0.006233,6e-08,0.882432,0.0,1.0,0.999951,14.9452,0.00550018,0.0,0.000732797,7378.137,0.125,0.26,1.0
0.006233,4.6e-07,0.882734,0.00210708,0.997893,0.999864,5.36526,0.00550206,1.54336e-06,0.000730917,7378.137,0.125,0.26,1.0
0.006233,3.6e-06,0.88327,0.00667251,0.993327,0.999677,2.25463,0.00550541,4.88735e-06,0.000727573,7378.137,0.125,0.26,1.0
0.006233,2.8e-05,0.88554,0.0259881,0.974012,0.999263,0.96791,0.00551955,1.90353e-05,0.000713426,7378.137,0.125,0.26,1.0
0.006233,0.00022,0.893444,0.0932436,0.906756,0.998201,0.369245,0.00556882,6.82973e-05,0.000664164,7378.137,0.125,0.26,1.0
0.006233,0.0017,0.923009,0.344834,0.655166,0.992459,0.0636389,0.0057531,0.000252577,0.000479883,7378.137,0.125,0.26,1.0
0.006233,0.013,0.959137,0.65227,0.34773,0.961928,0.00668982,0.00597828,0.000477762,0.000254698,7378.137,0.125,0.26,1.0
0.006233,0.1,0.989064,0.906937,0.0930629,0.843136,0.000434547,0.00616482,0.000664296,6.81649e-05,7378.137,0.125,0.26,1.0
0.004549,1e-09,0.935473,0.0,1.0,0.999987,22.6838,0.0042551,0.0,0.000293506,7478.137,0.125,0.26,1.0
0.004549,7.7e-09,0.935478,0.0,1.0,0.999982,16.2511,0.00425512,0.0,0.000293485,7478.137,0.125,0.26,1.0
0.004549,6e-08,0.935514,0.0,1.0,0.99997,9.78094,0.00425528,0.0,0.00029332,7478.137,0.125,0.26,1.0
0.004549,4.6e-07,0.935791,0.00423743,0.995763,0.999913,3.37016,0.00425654,1.24286e-06,0.000292063,7478.137,0.125,0.26,1.0
0.004549,3.6e-06,0.936262,0.011545,0.988455,0.99978,1.31944,0.00425868,3.38622e-06,0.00028992,7478.137,0.125,0.26,1.0
0.004549,2.8e-05,0.938138,0.0406373,0.959363,0.999484,0.544953,0.00426722,1.19192e-05,0.000281387,7478.137,0.125,0.26,1.0
0.004549,0.00022,0.944384,0.13751,0.86249,0.998707,0.195693,0.00429563,4.03327e-05,0.000252973,7478.137,0.125,0.26,1.0
0.004549,0.0017,0.965551,0.465761,0.534239,0.994863,0.0305012,0.00439191,0.00013661,0.000156696,7478.137,0.125,0.26,1.0
0.004549,0.013,0.988019,0.814191,0.185809,0.970871,0.00187097,0.0044941,0.000238807,5.44989e-05,7478.137,0.125,0.26,1.0
0.004549,0.1,0.998402,0.975223,0.0247771,0.850715,4.86805e-05,0.00454134,0.000286039,7.26727e-06,7478.137,0.125,0.26,1.0
0.005091,1e-09,0.952702,0.0,1.0,0.999984,15.0755,0.00485039,0.0,0.000240802,7578.137,0.125,0.26,1.0
0.005091,7.7e-09,0.952705,0.0,1.0,0.999978,10.8756,0.00485041,0.0,0.000240788,7578.137,0.125,0.26,1.0
0.005091,6e-08,0.952726,0.0,1.0,0.999964,6.65119,0.00485051,0.0,0.000240681,7578.137,0.125,0.26,1.0
0.005091,4.6e-07,0.952887,0.00318087,0.996819,0.999903,2.46634,0.00485134,7.65399e-07,0.00023986,7578.137,0.125,0.26,1.0
0.005091,3.6e-06,0.953193,0.0096455,0.990355,0.99977,1.03471,0.00485289,2.32095e-06,0.000238305,7578.137,0.125,0.26,1.0
0.005091,2.8e-05,0.954431,0.0358469,0.964153,0.999499,0.463165,0.0048592,8.62568e-06,0.000232,7578.137,0.125,0.26,1.0
0.005091,0.00022,0.959236,0.137502,0.862498,0.998792,0.171821,0.00488366,3.30866e-05,0.000207539,7578.137,0.125,0.26,1.0
0.005091,0.0017,0.975896,0.490003,0.509997,0.994841,0.023787,0.00496848,0.000117907,0.000122718,7578.137,0.125,0.26,1.0
0.005091,0.013,0.991471,0.819544,0.180456,0.96459,0.00122627,0.00504777,0.000197203,4.34224e-05,7578.137,0.125,0.26,1.0
0.005091,0.1,0.997802,0.953501,0.0464987,0.833423,6.71689e-05,0.00508001,0.000229437,1.11888e-05,7578.137,0.125,0.26,1.0
0.000138,1e-09,0.115594,0.0,1.0,1.0,952.392,1.59548e-05,0.0,0.00012207,6578.137,0.15,0.26,1.0
0.000138,7.7e-09,0.122714,0.0,1.0,1.0,652.966,1.69375e-05,0.0,0.000121087,6578.137,0.15,0.26,1.0
0.000138,6e-08,0.178303,0.0,1.0,1.0,351.766,2.46102e-05,0.0,0.000113414,6578.137,0.15,0.26,1.0
0.000138,4.6e-07,0.59875,0.509689,0.490311,0.999999,54.5677,8.26422e-05,5.7571e-05,5.53822e-05,6578.137,0.15,0.26,1.0
0.000138,3.6e-06,0.847154,0.813228,0.186772,0.999975,0.850078,0.000116928,9.18567e-05,2.10965e-05,6578.137,0.15,0.26,1.0
0.000138,2.8e-05,0.901553,0.879702,0.120298,0.999903,0.14066,0.000124436,9.93652e-05,1.3588e-05,6578.137,0.15,0.26,1.0
0.000138,0.00022,0.954227,0.944068,0.0559324,0.998344,0.0038152,0.000131707,0.000106636,6.31775e-06,6578.137,0.15,0.26,1.0
0.000138,0.0017,0.96585,0.95827,0.0417302,0.99094,0.000520259,0.000133311,0.00010824,4.71356e-06,6578.137,0.15,0.26,1.0
0.000138,0.013,0.981726,0.977669,0.0223305,0.97938,0.000122326,0.000135502,0.000110431,2.5223e-06,6578.137,0.15,0.26,1.0
0.000138,0.1,1.0,1.0,0.0,0.0,0.0,0.000138024,0.000112953,0.0,6578.137,0.15,0.26,1.0
0.0004822,1e-09,0.492687,0.0,1.0,1.0,1495.06,0.000237566,0.0,0.000244618,6678.137,0.15,0.26,1.0
0.0004822,7.7e-09,0.495875,0.0,1.0,1.0,1026.74,0.000239103,0.0,0.000243081,6678.137,0.15,0.26,1.0
0.0004822,6e-08,0.520761,0.00337905,0.996621,1.0,555.651,0.000251103,7.83482e-07,0.000231081,6678.137,0.15,0.26,1.0
0.0004822,4.6e-07,0.708322,0.393428,0.606572,0.999998,91.5431,0.000341541,9.12222e-05,0.000140643,6678.137,0.15,0.26,1.0
0.0004822,3.6e-06,0.835373,0.657644,0.342356,0.999979,3.85016,0.000402804,0.000152485,7.93804e-05,6678.137,0.15,0.26,1.0
0.0004822,2.8e-05,0.90726,0.807138,0.192862,0.999922,0.569819,0.000437466,0.000187147,4.47179e-05,6678.137,0.15,0.26,1.0
0.0004822,0.00022,0.955993,0.908483,0.0915171,0.998997,0.0211577,0.000460964,0.000210645,2.12196e-05,6678.137,0.15,0.26,1.0
0.0004822,0.0017,0.980942,0.960366,0.0396338,0.995265,0.00194065,0.000472994,0.000222675,9.18969e-06,6678.137,0.15,0.26,1.0
0.0004822,0.013,0.997581,0.99497,0.00502975,0.981804,6.40917e-05,0.000481018,0.000230699,1.16622e-06,6678.137,0.15,0.26,1.0
0.0004822,0.1,1.0,1.0,0.0,0.0,0.0,0.000482184,0.000231865,0.0,6678.137,0.15,0.26,1.0
0.0008527,1e-09,0.501812,0.0,1.0,0.999999,656.647,0.000427912,0.0,0.000424822,6778.137,0.15,0.26,1.0
0.0008527,7.7e-09,0.502586,0.0,1.0,0.999999,455.415,0.000428573,0.0,0.000424162,6778.137,0.15,0.26,1.0
0.0008527,6e-08,0.508633,0.00080171,0.999198,0.999998,252.982,0.000433729,3.3619e-07,0.000419005,6778.137,0.15,0.26,1.0
0.0008527,4.6e-07,0.554436,0.0939418,0.906058,0.999993,53.0857,0.000472787,3.93937e-05,0.000379948,6778.137,0.15,0.26,1.0
0.0008527,3.6e-06,0.597752,0.182025,0.817975,0.999953,7.3549,0.000509724,7.63306e-05,0.000343011,6778.137,0.15,0.26,1.0
0.0008527,2.8e-05,0.663125,0.314962,0.685038,0.999821,1.60646,0.00056547,0.000132077,0.000287265,6778.137,0.15,0.26,1.0
0.0008527,0.00022,0.770873,0.534069,0.465931,0.998919,0.180807,0.00065735,0.000223957,0.000195384,6778.137,0.15,0.26,1.0
0.0008527,0.0017,0.874414,0.744619,0.255381,0.994898,0.020991,0.000745643,0.00031225,0.000107092,6778.137,0.15,0.26,1.0
0.0008527,0.013,0.972041,0.943146,0.056854,0.971589,0.000839145,0.000828893,0.0003955,2.38412e-05,6778.137,0.15,0.26,1.0
0.0008527,0.1,0.996578,0.993041,0.00695937,0.842279,1.85032e-05,0.000849816,0.000416423,2.91835e-06,6778.137,0.15,0.26,1.0
0.002415,1e-09,0.662652,0.0,1.0,0.999997,318.246,0.00160063,0.0,0.00081486,6878.137,0.15,0.26,1.0
0.002415,7.7e-09,0.662782,0.0,1.0,0.999996,223.017,0.00160094,0.0,0.000814548,6878.137,0.15,0.26,1.0
0.002415,6e-08,0.663792,0.0,1.0,0.999994,127.241,0.00160338,0.0,0.000812108,6878.137,0.15,0.26,1.0
0.002415,4.6e-07,0.671441,0.0225064,0.977494,0.999976,32.6637,0.00162186,1.8273e-05,0.000793631,6878.137,0.15,0.26,1.0
0.002415,3.6e-06,0.680594,0.0497387,0.950261,0.999909,8.46807,0.00164397,4.03831e-05,0.000771521,6878.137,0.15,0.26,1.0
0.002415,2.8e-05,0.707022,0.128364,0.871636,0.999696,2.33116,0.0017078,0.000104219,0.000707685,6878.137,0.15,0.26,1.0
0.002415,0.00022,0.757935,0.279835,0.720165,0.998703,0.450936,0.00183079,0.000227199,0.000584705,6878.137,0.15,0.26,1.0
0.002415,0.0017,0.85197,0.559597,0.440403,0.993747,0.0571817,0.00205792,0.000454339,0.000357565,6878.137,0.15,0.26,1.0
0.002415,0.013,0.945882,0.838995,0.161005,0.97078,0.00447368,0.00228477,0.000681184,0.00013072,6878.137,0.15,0.26,1.0
0.002415,0.1,0.990141,0.970667,0.0293327,0.845949,0.000154594,0.00239167,0.000788089,2.38153e-05,6878.137,0.15,0.26,1.0
0.004625,1e-09,0.681954,0.0,1.0,0.999993,205.266,0.00315391,0.0,0.0014709,6978.137,0.15,0.26,1.0
0.004625,7.7e-09,0.681997,0.0,1.0,0.99999,145.289,0.00315411,0.0,0.00147071,6978.137,0.15,0.26,1.0
0.004625,6e-08,0.682329,0.0,1.0,0.999983,84.968,0.00315565,0.0,0.00146917,6978.137,0.15,0.26,1.0
0.004625,4.6e-07,0.68485,0.0076054,0.992395,0.999943,25.3521,0.00316731,1.11699e-05,0.00145751,6978.137,0.15,0.26,1.0
0.004625,3.6e-06,0.688541,0.0192308,0.980769,0.999826,8.2617,0.00318438,2.8244e-05,0.00144044,6978.137,0.15,0.26,1.0
0.004625,2.8e-05,0.701718,0.0607238,0.939276,0.999436,2.44376,0.00324532,8.91841e-05,0.0013795,6978.137,0.15,0.26,1.0
0.004625,0.00022,0.727576,0.142148,0.857852,0.998414,0.794192,0.00336491,0.00020877,0.00125991,6978.137,0.15,0.26,1.0
0.004625,0.0017,0.821764,0.438743,0.561257,0.99393,0.135791,0.00380051,0.000644374,0.000824309,6978.137,0.15,0.26,1.0
0.004625,0.013,0.944347,0.82475,0.17525,0.969756,0.00851031,0.00436743,0.0012113,0.000257387,6978.137,0.15,0.26,1.0
0.004625,0.1,0.98605,0.956071,0.0439294,0.827754,0.000374572,0.0045603,0.00140417,6.45184e-05,6978.137,0.15,0.26,1.0
0.008832,1e-09,0.743664,0.0,1.0,0.999982,128.141,0.00656772,0.0,0.00226385,7078.137,0.15,0.26,1.0
0.008832,7.7e-09,0.743677,0.0,1.0,0.999975,91.7745,0.00656784,0.0,0.00226373,7078.137,0.15,0.26,1.0
0.008832,6e-08,0.743783,0.0,1.0,0.999959,55.1967,0.00656877,0.0,0.0022628,7078.137,0.15,0.26,1.0
0.008832,4.6e-07,0.744584,0.00303803,0.996962,0.999881,19.0254,0.00657585,6.87385e-06,0.00225572,7078.137,0.15,0.26,1.0
0.008832,3.6e-06,0.74594,0.00833199,0.991668,0.999711,7.76792,0.00658783,1.88519e-05,0.00224375,7078.137,0.15,0.26,1.0
0.008832,2.8e-05,0.751673,0.0307078,0.969292,0.999286,3.07348,0.00663845,6.94794e-05,0.00219312,7078.137,0.15,0.26,1.0
0.008832,0.00022,0.767764,0.0935143,0.906486,0.99845,1.32299,0.00678056,0.000211585,0.00205101,7078.137,0.15,0.26,1.0
0.008832,0.0017,0.850955,0.418236,0.581764,0.994335,0.23237,0.00751527,0.0009463,0.0013163,7078.137,0.15,0.26,1.0
