annual_collision_p,acpl,f_rem_risk,f_res_risk,f_risk_red,false_alarm_rate,man_rate,rem_risk,res_risk,risk_red,sma,d_ref,scaling_factor
0.004625,0.00022,0.752885,0.136085,0.863915,0.998373,0.702328,0.00348196,0.000180025,0.00114286,6978.137,0.32,1.0
0.004625,0.0017,0.835838,0.426088,0.573912,0.993794,0.122344,0.0038656,0.000563667,0.000759222,6978.137,0.32,1.0
0.004625,0.013,0.945473,0.809375,0.190625,0.969226,0.00819447,0.00437264,0.00107071,0.000252176,6978.137,0.32,1.0
0.004625,0.1,0.98605,0.951229,0.0487708,0.827754,0.000374572,0.0045603,0.00125837,6.45184e-05,6978.137,0.32,1.0
0.008832,1e-09,0.79809,0.0,1.0,0.999981,91.5881,0.00704839,0.0,0.00178319,7078.137,0.32,1.0
0.008832,7.7e-09,0.798099,0.0,1.0,0.999973,65.7299,0.00704847,0.0,0.0017831,7078.137,0.32,1.0
0.008832,6e-08,0.798174,0.0,1.0,0.999955,39.7216,0.00704913,0.0,0.00178244,7078.137,0.32,1.0
0.008832,4.6e-07,0.798744,0.00270051,0.997299,0.999873,13.9978,0.00705417,4.81291e-06,0.00177741,7078.137,0.32,1.0
0.008832,3.6e-06,0.799741,0.00763968,0.99236,0.999694,5.77405,0.00706297,1.36156e-05,0.0017686,7078.137,0.32,1.0
0.008832,2.8e-05,0.803931,0.028402,0.971598,0.999263,2.34982,0.00709997,5.06186e-05,0.0017316,7078.137,0.32,1.0
0.008832,0.00022,0.816282,0.0896096,0.91039,0.998409,1.01982,0.00720906,0.000159704,0.00162251,7078.137,0.32,1.0
0.008832,0.0017,0.880505,0.407857,0.592143,0.994154,0.180506,0.00777624,0.00072689,0.00105533,7078.137,0.32,1.0
0.008832,0.013,0.965107,0.82709,0.17291,0.975124,0.0123879,0.00852341,0.00147405,0.000308164,7078.137,0.32,1.0
0.008832,0.1,0.994085,0.970691,0.0293093,0.83378,0.000314256,0.00877934,0.00172998,5.22356e-05,7078.137,0.32,1.0
0.01339,1e-09,0.846964,0.0,1.0,0.999967,62.3382,0.0113403,0.0,0.00204905,7178.137,0.32,1.0
0.01339,7.7e-09,0.846968,0.0,1.0,0.999955,45.4733,0.0113403,0.0,0.002049,7178.137,0.32,1.0
0.01339,6e-08,0.847,0.0,1.0,0.999928,28.5095,0.0113408,0.0,0.00204857,7178.137,0.32,1.0
0.01339,4.6e-07,0.847246,0.00144767,0.998552,0.999825,11.7074,0.0113441,2.96517e-06,0.00204527,7178.137,0.32,1.0
0.01339,3.6e-06,0.847754,0.0047697,0.99523,0.999644,5.72003,0.0113509,9.76948e-06,0.00203847,7178.137,0.32,1.0
0.01339,2.8e-05,0.850104,0.0201302,0.97987,0.999304,2.88216,0.0113823,4.12314e-05,0.00200701,7178.137,0.32,1.0
0.01339,0.00022,0.860426,0.0876063,0.912394,0.998547,1.28628,0.0115205,0.000179439,0.0018688,7178.137,0.32,1.0
0.01339,0.0017,0.91314,0.432198,0.567802,0.994145,0.198619,0.0122263,0.000885244,0.00116299,7178.137,0.32,1.0
0.01339,0.013,0.975011,0.836648,0.163352,0.972142,0.0120104,0.0130548,0.00171366,0.000334583,7178.137,0.32,1.0
0.01339,0.1,0.995325,0.969438,0.0305624,0.836048,0.000381813,0.0133267,0.00198564,6.25992e-05,7178.137,0.32,1.0
0.01003,1e-09,0.895164,0.0,1.0,0.999974,39.7139,0.00897604,0.0,0.00105121,7278.137,0.32,1.0
