 36 36 +3.9860043600D+05  N  M  MU        MODEL: GEM-T1
  0  1  6.3781370000D+03  -  -  AE
 2 238 +1.8966057360D-12  S(22, 7)*MU
 1 239 -6.7301845380D-13  C(22, 8)*MU
 2 239 -4.6799955710D-13  S(22, 8)*MU
 1 240 +4.1168757520D-14  C(22, 9)*MU
 2 240 -3.1201133840D-14  S(22, 9)*MU
 1 241 +8.0770069670D-16  C(22,10)*MU
 2 241 +3.2885844260D-15  S(22,10)*MU
 1 242 -7.6000948390D-17  C(22,11)*MU
 2 242 -1.4899795580D-16  S(22,11)*MU
 1 243 +3.1181668660D-18  C(22,12)*MU
 2 243 -3.2879110350D-18  S(22,12)*MU
 1 244 -3.7973278630D-19  C(22,13)*MU
 2 244 +3.9989706820D-19  S(22,13)*MU
 1 245 +1.0865944150D-20  C(22,14)*MU
 2 245 +1.2749127630D-20  S(22,14)*MU
 1 246 +2.0215805630D-21  C(22,15)*MU
 2 246 +2.2456202240D-22  S(22,15)*MU
 1 247 +3.9595901480D-25  C(22,16)*MU
 2 247 -2.1857558590D-23  S(22,16)*MU
 1 248 +4.0048424730D-24  C(22,17)*MU
 2 248 -3.2269322330D-24  S(22,17)*MU
 1 249 +1.4419964310D-25  C(22,18)*MU
 2 249 -2.1114899070D-25  S(22,18)*MU
 1 250 +1.0603420300D-26  C(22,19)*MU
 2 250 -7.5192463820D-27  S(22,19)*MU
 1 251 -1.8996907420D-27  C(22,20)*MU
 2 251 +2.1085209030D-27  S(22,20)*MU
 1 252 -2.0345224710D-28  C(22,21)*MU
 2 252 +1.1689691500D-28  S(22,21)*MU
 1 253 -3.3915373720D-30  C(22,22)*MU
 2 253 +1.0943069150D-29  S(22,22)*MU
 1 254 +1.4239834340D-04  C(23, 1)*MU
 2 254 +2.4010219300D-03  S(23, 1)*MU
 1 255 -3.7266151900D-06  C(23, 2)*MU
 2 255 -1.2470744120D-05  S(23, 2)*MU
 1 256 -1.3699809800D-06  C(23, 3)*MU
 2 256 -3.5856762950D-06  S(23, 3)*MU
 1 257 -1.2960289480D-07  C(23, 4)*MU
 2 257 -2.1565762760D-08  S(23, 4)*MU
 1 258 +1.1167165170D-09  C(23, 5)*MU
 2 258 -4.4469365490D-09  S(23, 5)*MU
 1 259 +2.4508320810D-10  C(23, 6)*MU
 2 259 +1.2149872990D-10  S(23, 6)*MU
 1 260 -2.5270126480D-12  C(23, 7)*MU
 2 260 +2.8710189990D-12  S(23, 7)*MU
 1 261 +2.0570750170D-13  C(23, 8)*MU
 2 261 -3.3117411360D-13  S(23, 8)*MU
 1 262 -8.9587471920D-15  C(23, 9)*MU
 2 262 -2.3115353720D-14  S(23, 9)*MU
 1 263 +2.0672942900D-15  C(23,10)*MU
 2 263 -3.8896431260D-16  S(23,10)*MU
 1 264 +1.8946851680D-17  C(23,11)*MU
 2 264 +6.7337008470D-17  S(23,11)*MU
 1 265 +5.1828508150D-18  C(23,12)*MU
 2 265 -4.0067331630D-18  S(23,12)*MU
 1 266 -1.2622757250D-19  C(23,13)*MU
 2 266 -9.0661885900D-20  S(23,13)*MU
 1 267 +2.8933035750D-21  C(23,14)*MU
 2 267 -2.0536054540D-21  S(23,14)*MU
 1 268 +6.0166605050D-22  C(23,15)*MU
 2 268 -7.7407296640D-23  S(23,15)*MU
 1 269 +9.4184222440D-24  C(23,16)*MU
 2 269 +2.2604488630D-23  S(23,16)*MU
 1 270 -8.2799996720D-25  C(23,17)*MU
 2 270 -7.5804012990D-25  S(23,17)*MU
 1 271 -1.3947708400D-26  C(23,18)*MU
 2 271 -4.6129040200D-26  S(23,18)*MU
 1 272 -4.3855332630D-27  C(23,19)*MU
 2 272 +3.7839053740D-27  S(23,19)*MU
 1 273 +6.6337493910D-28  C(23,20)*MU
 2 273 -3.4844446560D-28  S(23,20)*MU
 1 274 +3.6268211750D-29  C(23,21)*MU
 2 274 +2.5619552010D-29  S(23,21)*MU
 1 275 -3.1919390720D-31  C(23,22)*MU
 2 275 -7.5773213280D-31  S(23,22)*MU
 1 276 +4.4000211330D-32  C(23,23)*MU
 2 276 +1.0574539370D-32  S(23,23)*MU
 1 277 +1.3077230240D-03  C(24, 1)*MU
 2 277 -4.7036822240D-03  S(24, 1)*MU
 1 278 -3.8547201170D-05  C(24, 2)*MU
 2 278 +3.4270017590D-05  S(24, 2)*MU
 1 279 +1.8690041810D-06  C(24, 3)*MU
 2 279 -2.8630695270D-06  S(24, 3)*MU
 1 280 +6.7525848410D-08  C(24, 4)*MU
 2 280 +2.0191538880D-07  S(24, 4)*MU
 1 281 -6.5185207850D-09  C(24, 5)*MU
 2 281 -3.6936748440D-09  S(24, 5)*MU
 1 282 -5.9219124410D-12  C(24, 6)*MU
 2 282 -1.2873387160D-11  S(24, 6)*MU
 1 283 -2.0609988270D-12  C(24, 7)*MU
 2 283 +4.1577127730D-12  S(24, 7)*MU
 1 284 -8.5609082520D-14  C(24, 8)*MU
 2 284 +2.6591724730D-13  S(24, 8)*MU
 1 285 -5.9628117680D-15  C(24, 9)*MU
 2 285 -2.1900411240D-15  S(24, 9)*MU
 1 286 +1.1766834380D-15  C(24,10)*MU
 2 286 +6.3029323660D-16  S(24,10)*MU
 1 287 +3.9023854620D-17  C(24,11)*MU
 2 287 +3.7119907390D-17  S(24,11)*MU
 1 288 +1.7473836840D-18  C(24,12)*MU
 2 288 -1.3473122180D-18  S(24,12)*MU
 1 289 -2.4349199520D-20  C(24,13)*MU
 2 289 -2.5698021940D-21  S(24,13)*MU
 1 290 -6.1277712580D-21  C(24,14)*MU
 2 290 +4.7889728560D-22  S(24,14)*MU
 1 291 +1.6326623540D-22  C(24,15)*MU
 2 291 -2.2516007980D-22  S(24,15)*MU
 1 292 -4.3055593870D-25  C(24,16)*MU
 2 292 +5.5057335780D-24  S(24,16)*MU
 1 293 -4.0987605440D-25  C(24,17)*MU
 2 293 +9.1138976840D-26  S(24,17)*MU
 1 294 +1.2166830200D-26  C(24,18)*MU
 2 294 -1.4328503640D-26  S(24,18)*MU
 1 295 +9.2747667340D-29  C(24,19)*MU
 2 295 -2.6410587320D-27  S(24,19)*MU
 1 296 -7.1872406730D-29  C(24,20)*MU
 2 296 -3.9104860770D-30  S(24,20)*MU
 1 297 +9.3449296310D-30  C(24,21)*MU
 2 297 +9.8950518230D-31  S(24,21)*MU
 1 298 -1.3030712600D-31  C(24,22)*MU
 2 298 -9.8046182760D-32  S(24,22)*MU
 1 299 -1.6632141940D-32  C(24,23)*MU
 2 299 -6.9875744570D-32  S(24,23)*MU
 1 300 +2.6248890150D-33  C(24,24)*MU
 2 300 -1.3584232040D-33  S(24,24)*MU
 1 301 +5.8651065800D-04  C(25, 1)*MU
 2 301 +6.8683360920D-04  S(25, 1)*MU
 1 302 +2.3087140210D-05  C(25, 2)*MU
 2 302 +3.2297058720D-05  S(25, 2)*MU
 1 303 -7.9787019430D-07  C(25, 3)*MU
 2 303 -7.5985391030D-07  S(25, 3)*MU
 1 304 +6.1451598510D-08  C(25, 4)*MU
 2 304 -1.4839953500D-08  S(25, 4)*MU
 1 305 -9.4783983170D-10  C(25, 5)*MU
 2 305 -9.0657472620D-10  S(25, 5)*MU
 1 306 +9.1908301010D-11  C(25, 6)*MU
 2 306 -1.0440655690D-10  S(25, 6)*MU
 1 307 +1.6524945930D-13  C(25, 7)*MU
 2 307 +2.1724567860D-12  S(25, 7)*MU
 1 308 +3.6731265070D-14  C(25, 8)*MU
 2 308 -1.0625746250D-13  S(25, 8)*MU
 1 309 -6.4619504500D-15  C(25, 9)*MU
 2 309 +1.0549849490D-14  S(25, 9)*MU
 1 310 +2.5771442420D-16  C(25,10)*MU
 2 310 -2.0229352190D-16  S(25,10)*MU
 1 311 +1.0873174030D-17  C(25,11)*MU
 2 311 -2.4878083310D-18  S(25,11)*MU
 1 312 -4.7458510940D-19  C(25,12)*MU
 2 312 +9.4275155030D-19  S(25,12)*MU
 1 313 +2.8429672000D-20  C(25,13)*MU
 2 313 -5.8513349460D-20  S(25,13)*MU
 1 314 -3.9074703360D-21  C(25,14)*MU
 2 314 +2.3517257750D-21  S(25,14)*MU
 1 315 -1.6893530160D-23  C(25,15)*MU
 2 315 -1.9280267640D-23  S(25,15)*MU
 1 316 +1.2753900010D-24  C(25,16)*MU
 2 316 -5.3656215880D-24  S(25,16)*MU
 1 317 -1.7917168160D-25  C(25,17)*MU
 2 317 +1.1859956520D-26  S(25,17)*MU
 1 318 -1.5120649480D-27  C(25,18)*MU
 2 318 -1.2406030820D-26  S(25,18)*MU
 1 319 +6.0821671480D-28  C(25,19)*MU
 2 319 +1.4123137640D-28  S(25,19)*MU
 1 320 -1.5045467390D-29  C(25,20)*MU
 2 320 -2.6698722750D-29  S(25,20)*MU
 1 321 +1.4348158480D-30  C(25,21)*MU
 2 321 +8.3491924950D-31  S(25,21)*MU
 1 322 -3.6339644420D-32  C(25,22)*MU
 2 322 -3.4083173710D-32  S(25,22)*MU
 1 323 +7.3913798020D-33  C(25,23)*MU
 2 323 -3.9802948200D-33  S(25,23)*MU
 1 324 +5.8866588710D-34  C(25,24)*MU
 2 324 -6.2978733670D-34  S(25,24)*MU
 1 325 +1.1415982400D-34  C(25,25)*MU
 2 325 +9.2659620060D-35  S(25,25)*MU
 1 326 +7.7042995690D-04  C(26, 1)*MU
 2 326 -2.6721249770D-03  S(26, 1)*MU
 1 327 -3.0961503230D-05  C(26, 2)*MU
 2 327 +1.4764527590D-06  S(26, 2)*MU
 1 328 -5.8153353730D-08  C(26, 3)*MU
 2 328 -8.2582888630D-07  S(26, 3)*MU
 1 329 +4.4960924980D-08  C(26, 4)*MU
 2 329 +4.1367298990D-08  S(26, 4)*MU
 1 330 +1.3912002730D-09  C(26, 5)*MU
 2 330 +3.4441822910D-09  S(26, 5)*MU
 1 331 +1.0655272660D-10  C(26, 6)*MU
 2 331 +3.9891146790D-11  S(26, 6)*MU
 1 332 +2.6483771000D-12  C(26, 7)*MU
 2 332 +1.2546904080D-12  S(26, 7)*MU
 1 333 +5.9032117120D-14  C(26, 8)*MU
 2 333 -4.0909771600D-14  S(26, 8)*MU
 1 334 +1.9180153670D-15  C(26, 9)*MU
 2 334 -5.0188296650D-16  S(26, 9)*MU
 1 335 -1.4886970630D-16  C(26,10)*MU
 2 335 +5.1228272320D-17  S(26,10)*MU
 1 336 +4.0535466010D-18  C(26,11)*MU
 2 336 +6.3838491970D-18  S(26,11)*MU
 1 337 -1.0408827800D-18  C(26,12)*MU
 2 337 +2.8789748660D-19  S(26,12)*MU
 1 338 +6.1742874510D-21  C(26,13)*MU
 2 338 +3.2085655030D-21  S(26,13)*MU
 1 339 +3.9068068810D-22  C(26,14)*MU
 2 339 +5.6030916090D-22  S(26,14)*MU
 1 340 -5.1013319000D-23  C(26,15)*MU
 2 340 +2.1074074970D-23  S(26,15)*MU
 1 341 +1.2146805570D-24  C(26,16)*MU
 2 341 -8.6574059870D-25  S(26,16)*MU
 1 342 -4.9172206580D-26  C(26,17)*MU
 2 342 +8.3297588830D-26  S(26,17)*MU
 1 343 -4.5562629280D-27  C(26,18)*MU
 2 343 +3.8167368330D-27  S(26,18)*MU
 1 344 +4.3312466860D-29  C(26,19)*MU
 2 344 +1.9175971830D-29  S(26,19)*MU
 1 345 +1.4077212700D-29  C(26,20)*MU
 2 345 -1.6253209990D-29  S(26,20)*MU
 1 346 -3.4539564170D-32  C(26,21)*MU
 2 346 -2.1345988720D-31  S(26,21)*MU
 1 347 +6.2264581970D-32  C(26,22)*MU
 2 347 +5.2273891890D-32  S(26,22)*MU
 1 348 +9.5932377520D-34  C(26,23)*MU
 2 348 +3.6484994380D-33  S(26,23)*MU
 1 349 -4.5711983660D-35  C(26,24)*MU
 2 349 +4.0546055030D-34  S(26,24)*MU
 1 350 -1.3139474100D-35  C(26,25)*MU
 2 350 +2.7180472200D-35  S(26,25)*MU
 1 351 +1.5664816090D-36  C(26,26)*MU
 2 351 -1.9507015720D-36  S(26,26)*MU
 1 352 +7.9518000160D-05  C(27, 1)*MU
 2 352 +1.0052208060D-03  S(27, 1)*MU
 1 353 +5.6575451240D-05  C(27, 2)*MU
 2 353 -1.5627649990D-05  S(27, 2)*MU
 1 354 -1.0318733670D-06  C(27, 3)*MU
 2 354 -3.7577577550D-07  S(27, 3)*MU
 1 355 +2.1617878330D-08  C(27, 4)*MU
 2 355 -4.7449049930D-09  S(27, 4)*MU
 1 356 -4.3401493850D-10  C(27, 5)*MU
 2 356 +1.0137688130D-09  S(27, 5)*MU
 1 357 +1.7995551040D-11  C(27, 6)*MU
 2 357 -2.1641612390D-11  S(27, 6)*MU
 1 358 +2.6291692330D-12  C(27, 7)*MU
 2 358 -1.0708419890D-12  S(27, 7)*MU
 1 359 -5.9948589380D-14  C(27, 8)*MU
 2 359 -6.3197294550D-14  S(27, 8)*MU
 1 360 +2.1885673490D-16  C(27, 9)*MU
 2 360 +1.1820632370D-15  S(27, 9)*MU
 1 361 -1.7660323140D-16  C(27,10)*MU
 2 361 +1.2774999480D-16  S(27,10)*MU
 1 362 -9.9357069690D-19  C(27,11)*MU
 2 362 -2.5879806780D-18  S(27,11)*MU
 1 363 -1.4152462800D-20  C(27,12)*MU
 2 363 -5.7512338760D-20  S(27,12)*MU
 1 364 -8.1735913260D-21  C(27,13)*MU
 2 364 -5.6418857710D-21  S(27,13)*MU
 1 365 +6.8275054160D-22  C(27,14)*MU
 2 365 +3.7861038850D-22  S(27,14)*MU
 1 366 -1.0587292590D-23  C(27,15)*MU
 2 366 +2.4453530530D-25  S(27,15)*MU
 1 367 +7.0760015000D-25  C(27,16)*MU
 2 367 -4.4134736350D-25  S(27,16)*MU
 1 368 +2.7111238960D-26  C(27,17)*MU
 2 368 +7.7731765720D-27  S(27,17)*MU
 1 369 -1.1949676500D-27  C(27,18)*MU
 2 369 +1.3675819010D-27  S(27,18)*MU
 1 370 +1.0472477720D-29  C(27,19)*MU
 2 370 -7.0507490090D-29  S(27,19)*MU
 1 371 +1.7230717730D-30  C(27,20)*MU
 2 371 +1.7569694460D-30  S(27,20)*MU
 1 372 +6.5943849910D-32  C(27,21)*MU
 2 372 -1.4464499780D-31  S(27,21)*MU
 1 373 -2.6544367670D-34  C(27,22)*MU
 2 373 +5.4481492060D-33  S(27,22)*MU
 1 374 -6.3275643430D-34  C(27,23)*MU
 2 374 -3.2144084250D-34  S(27,23)*MU
 1 375 -1.5919291230D-35  C(27,24)*MU
 2 375 +2.1573375060D-35  S(27,24)*MU
 1 376 +7.7688549610D-36  C(27,25)*MU
 2 376 +2.0705758730D-36  S(27,25)*MU
 1 377 -3.2021202160D-37  C(27,26)*MU
 2 377 +2.5598530800D-37  S(27,26)*MU
 1 378 +5.9990049030D-38  C(27,27)*MU
 2 378 +3.0051875020D-38  S(27,27)*MU
 1 379 +9.7517737630D-04  C(28, 1)*MU
 2 379 -1.4972680430D-03  S(28, 1)*MU
 1 380 -4.4225375980D-05  C(28, 2)*MU
 2 380 -6.0623770780D-05  S(28, 2)*MU
 1 381 -4.8916916140D-08  C(28, 3)*MU
 2 381 +2.1556107970D-07  S(28, 3)*MU
 1 382 +1.8812409610D-08  C(28, 4)*MU
 2 382 -1.6242968030D-08  S(28, 4)*MU
 1 383 +6.7858156090D-10  C(28, 5)*MU
 2 383 -5.4816800040D-11  S(28, 5)*MU
 1 384 -6.9169700940D-11  C(28, 6)*MU
 2 384 +1.6632521470D-11  S(28, 6)*MU
 1 385 -1.3903215640D-12  C(28, 7)*MU
 2 385 -4.6218241060D-13  S(28, 7)*MU
 1 386 -6.1546729230D-15  C(28, 8)*MU
 2 386 -3.4587134490D-14  S(28, 8)*MU
 1 387 +1.1768561150D-15  C(28, 9)*MU
 2 387 -1.2223268140D-15  S(28, 9)*MU
 1 388 -1.0843909140D-16  C(28,10)*MU
 2 388 +1.7936028280D-17  S(28,10)*MU
 1 389 -3.4921263140D-19  C(28,11)*MU
 2 389 -4.6588085740D-19  S(28,11)*MU
 1 390 +8.6722564120D-21  C(28,12)*MU
 2 390 +5.2303267970D-20  S(28,12)*MU
 1 391 +8.2710131320D-23  C(28,13)*MU
 2 391 +2.9710052590D-21  S(28,13)*MU
 1 392 -7.0616025150D-23  C(28,14)*MU
 2 392 -2.1798866190D-22  S(28,14)*MU
 1 393 -1.1218481750D-23  C(28,15)*MU
 2 393 +7.3441765760D-24  S(28,15)*MU
 1 394 -4.7458995450D-25  C(28,16)*MU
 2 394 -4.3909383800D-25  S(28,16)*MU
 1 395 +1.1112414240D-26  C(28,17)*MU
 2 395 -1.0474490600D-26  S(28,17)*MU
 1 396 +3.9839589540D-29  C(28,18)*MU
 2 396 -9.0660132340D-29  S(28,18)*MU
 1 397 +2.2273453430D-29  C(28,19)*MU
 2 397 +6.9570493380D-29  S(28,19)*MU
 1 398 -2.3780607220D-31  C(28,20)*MU
 2 398 +2.7337019160D-31  S(28,20)*MU
 1 399 +3.0503833470D-32  C(28,21)*MU
 2 399 +3.3039454550D-33  S(28,21)*MU
 1 400 -3.1735669060D-33  C(28,22)*MU
 2 400 +3.3513755970D-34  S(28,22)*MU
 1 401 -9.8837051640D-35  C(28,23)*MU
 2 401 +2.3916392150D-34  S(28,23)*MU
 1 402 +1.5963245230D-35  C(28,24)*MU
 2 402 -3.5017870430D-35  S(28,24)*MU
 1 403 +1.8009232160D-37  C(28,25)*MU
 2 403 -7.6685105300D-37  S(28,25)*MU
 1 404 +4.3118721180D-38  C(28,26)*MU
 2 404 +2.1058607940D-38  S(28,26)*MU
 1 405 -1.1854063980D-38  C(28,27)*MU
 2 405 +1.5928928690D-39  S(28,27)*MU
 1 406 +1.0803681350D-39  C(28,28)*MU
 2 406 +3.1111809220D-40  S(28,28)*MU
 1 407 +5.0937157770D-04  C(29, 1)*MU
 2 407 +3.5489163740D-04  S(29, 1)*MU
 1 408 +4.7151692790D-05  C(29, 2)*MU
 2 408 -2.1580221870D-05  S(29, 2)*MU
 1 409 -7.4355489370D-07  C(29, 3)*MU
 2 409 -2.9849937390D-07  S(29, 3)*MU
 1 410 -3.6829492500D-08  C(29, 4)*MU
 2 410 +4.2182444170D-09  S(29, 4)*MU
 1 411 +6.8410268150D-10  C(29, 5)*MU
 2 411 +7.0310890380D-10  S(29, 5)*MU
 1 412 -2.0275482480D-12  C(29, 6)*MU
 2 412 -1.6891247130D-11  S(29, 6)*MU
 1 413 +2.8155611420D-13  C(29, 7)*MU
 2 413 -1.7360496660D-12  S(29, 7)*MU
 1 414 -5.3594266470D-14  C(29, 8)*MU
 2 414 +2.1194390520D-14  S(29, 8)*MU
 1 415 -4.8412128620D-16  C(29, 9)*MU
 2 415 +7.3208955400D-16  S(29, 9)*MU
 1 416 +6.3654713460D-19  C(29,10)*MU
 2 416 +6.3594907710D-17  S(29,10)*MU
 1 417 -3.5757079750D-18  C(29,11)*MU
 2 417 +1.7442595230D-19  S(29,11)*MU
 1 418 -1.1774057560D-20  C(29,12)*MU
 2 418 -6.9541323700D-20  S(29,12)*MU
 1 419 -6.0543606940D-22  C(29,13)*MU
 2 419 -1.0437392280D-21  S(29,13)*MU
 1 420 -1.0379356590D-22  C(29,14)*MU
 2 420 +3.9097717460D-23  S(29,14)*MU
 1 421 -9.9725094530D-25  C(29,15)*MU
 2 421 -1.9538597830D-24  S(29,15)*MU
 1 422 -6.8666495320D-26  C(29,16)*MU
 2 422 -1.7284323250D-25  S(29,16)*MU
 1 423 +5.8391615260D-27  C(29,17)*MU
 2 423 -3.5577059760D-27  S(29,17)*MU
 1 424 -1.0809752100D-28  C(29,18)*MU
 2 424 -7.4144994280D-30  S(29,18)*MU
 1 425 -5.1316195840D-30  C(29,19)*MU
 2 425 +3.5252525680D-30  S(29,19)*MU
 1 426 -5.0758805500D-31  C(29,20)*MU
 2 426 +3.3445306520D-31  S(29,20)*MU
 1 427 -4.6856139320D-32  C(29,21)*MU
 2 427 -2.9660353280D-32  S(29,21)*MU
 1 428 +2.3832914150D-33  C(29,22)*MU
 2 428 +1.0957424500D-33  S(29,22)*MU
 1 429 -6.4836154370D-35  C(29,23)*MU
 2 429 -1.0086489530D-36  S(29,23)*MU
 1 430 -1.8384278760D-36  C(29,24)*MU
 2 430 +2.6858715220D-36  S(29,24)*MU
 1 431 +3.6669102810D-37  C(29,25)*MU
 2 431 +1.6020187970D-37  S(29,25)*MU
 1 432 +1.8628475530D-38  C(29,26)*MU
 2 432 -1.0976808710D-38  S(29,26)*MU
 1 433 -1.7160211610D-39  C(29,27)*MU
 2 433 -4.9388908380D-40  S(29,27)*MU
 1 434 +2.2202126090D-40  C(29,28)*MU
 2 434 -4.2211050600D-41  S(29,28)*MU
 1 435 +2.4391330330D-41  C(29,29)*MU
 2 435 +8.9245721580D-42  S(29,29)*MU
 1 436 -2.3345725320D-04  C(30, 1)*MU
 2 436 -1.3121189560D-03  S(30, 1)*MU
 1 437 -1.9200862570D-05  C(30, 2)*MU
 2 437 -2.5423235040D-05  S(30, 2)*MU
 1 438 -2.5062515140D-07  C(30, 3)*MU
 2 438 +2.3027250770D-07  S(30, 3)*MU
 1 439 -1.0858604990D-08  C(30, 4)*MU
 2 439 -2.0196723560D-08  S(30, 4)*MU
 1 440 +5.7853230460D-10  C(30, 5)*MU
 2 440 +1.1911502980D-10  S(30, 5)*MU
 1 441 -1.8295761240D-11  C(30, 6)*MU
 2 441 +2.3698535640D-11  S(30, 6)*MU
 1 442 -3.2818437040D-14  C(30, 7)*MU
 2 442 -2.4634346310D-14  S(30, 7)*MU
 1 443 +1.9062970560D-14  C(30, 8)*MU
 2 443 +3.6920023010D-15  S(30, 8)*MU
 1 444 +3.6681707840D-17  C(30, 9)*MU
 2 444 -8.6707041820D-16  S(30, 9)*MU
 1 445 +9.3241972880D-18  C(30,10)*MU
 2 445 -7.9079203880D-18  S(30,10)*MU
 1 446 -4.3027317660D-19  C(30,11)*MU
 2 446 +1.3474287310D-18  S(30,11)*MU
 1 447 +3.5633536470D-20  C(30,12)*MU
 2 447 -3.2179440170D-20  S(30,12)*MU
 1 448 +4.9571625900D-21  C(30,13)*MU
 2 448 -6.4756311190D-24  S(30,13)*MU
 1 449 -4.0438382830D-25  C(30,14)*MU
 2 449 -3.1524347570D-23  S(30,14)*MU
 1 450 +1.2956299040D-24  C(30,15)*MU
 2 450 -4.2708769640D-24  S(30,15)*MU
 1 451 +1.0846267040D-26  C(30,16)*MU
 2 451 +9.9181129300D-26  S(30,16)*MU
 1 452 +6.8703044460D-28  C(30,17)*MU
 2 452 -1.0546504780D-27  S(30,17)*MU
 1 453 +8.2992345610D-30  C(30,18)*MU
 2 453 +2.3329132900D-29  S(30,18)*MU
 1 454 -6.3458043530D-30  C(30,19)*MU
 2 454 -2.9756135390D-30  S(30,19)*MU
 1 455 -1.3289835450D-33  C(30,20)*MU
 2 455 +1.7152004090D-31  S(30,20)*MU
 1 456 -1.5868500930D-32  C(30,21)*MU
 2 456 -6.5976152580D-33  S(30,21)*MU
 1 457 +3.1950457120D-34  C(30,22)*MU
 2 457 -5.4543772600D-34  S(30,22)*MU
 1 458 -7.5688542650D-36  C(30,23)*MU
 2 458 -2.5516764520D-35  S(30,23)*MU
 1 459 -6.1764796850D-37  C(30,24)*MU
 2 459 -9.2801582720D-39  S(30,24)*MU
 1 460 +1.1975382170D-37  C(30,25)*MU
 2 460 -7.5881406800D-38  S(30,25)*MU
 1 461 -2.5955184400D-39  C(30,26)*MU
 2 461 +6.5842507490D-39  S(30,26)*MU
 1 462 -1.0288485610D-40  C(30,27)*MU
 2 462 +4.1866207350D-40  S(30,27)*MU
 1 463 -3.6411323740D-41  C(30,28)*MU
 2 463 -2.0950773970D-41  S(30,28)*MU
 1 464 +1.8029893650D-42  C(30,29)*MU
 2 464 +4.6342385220D-44  S(30,29)*MU
 1 465 -7.2760385110D-44  C(30,30)*MU
 2 465 -2.0374702510D-44  S(30,30)*MU
 1 466 +7.3560576610D-04  C(31, 1)*MU
 2 466 +3.3851728270D-04  S(31, 1)*MU
 1 467 +2.9802225320D-05  C(31, 2)*MU
 2 467 +3.7752736620D-06  S(31, 2)*MU
 1 468 -2.6842231990D-07  C(31, 3)*MU
 2 468 -5.8618861540D-07  S(31, 3)*MU
 1 469 -2.2739698020D-08  C(31, 4)*MU
 2 469 -7.5286495310D-09  S(31, 4)*MU
 1 470 +1.3399912070D-10  C(31, 5)*MU
 2 470 +2.1581225700D-10  S(31, 5)*MU
 1 471 -2.6701199330D-12  C(31, 6)*MU
 2 471 +3.6415462320D-12  S(31, 6)*MU
 1 472 +2.2833942870D-13  C(31, 7)*MU
 2 472 -2.6936260130D-13  S(31, 7)*MU
 1 473 +4.3946364980D-16  C(31, 8)*MU
 2 473 -5.9663539040D-15  S(31, 8)*MU
 1 474 -6.4667876440D-16  C(31, 9)*MU
 2 474 -2.8258217040D-16  S(31, 9)*MU
 1 475 +1.3922040410D-17  C(31,10)*MU
 2 475 -2.0706210850D-17  S(31,10)*MU
 1 476 -3.0963892370D-19  C(31,11)*MU
 2 476 +1.0895742240D-18  S(31,11)*MU
 1 477 +9.4650161200D-22  C(31,12)*MU
 2 477 +2.9305481360D-20  S(31,12)*MU
 1 478 +1.2487815490D-21  C(31,13)*MU
 2 478 +2.9094035170D-22  S(31,13)*MU
 1 479 -5.6188795340D-23  C(31,14)*MU
 2 479 +9.6297409720D-24  S(31,14)*MU
 1 480 +1.2527174600D-25  C(31,15)*MU
 2 480 -1.2065605840D-24  S(31,15)*MU
 1 481 -4.5416082000D-26  C(31,16)*MU
 2 481 +4.8306019030D-26  S(31,16)*MU
 1 482 -2.2247575250D-27  C(31,17)*MU
 2 482 +9.6311129330D-28  S(31,17)*MU
 1 483 +3.6712604960D-29  C(31,18)*MU
 2 483 +1.2155248930D-29  S(31,18)*MU
 1 484 +1.1326579230D-30  C(31,19)*MU
 2 484 +1.5813012910D-30  S(31,19)*MU
 1 485 +4.3004468760D-32  C(31,20)*MU
 2 485 +1.2699377430D-32  S(31,20)*MU
 1 486 +2.2167913350D-33  C(31,21)*MU
 2 486 +3.3943690320D-33  S(31,21)*MU
 1 487 -2.5832160220D-34  C(31,22)*MU
 2 487 -2.3631109710D-34  S(31,22)*MU
 1 488 +1.7773019470D-35  C(31,23)*MU
 2 488 +1.0573334630D-35  S(31,23)*MU
 1 489 -3.4141186690D-37  C(31,24)*MU
 2 489 -1.7027486290D-37  S(31,24)*MU
 1 490 -3.4871287400D-38  C(31,25)*MU
 2 490 -1.2413993330D-39  S(31,25)*MU
 1 491 -1.1424353970D-39  C(31,26)*MU
 2 491 +8.8608902050D-41  S(31,26)*MU
 1 492 +1.0002093240D-40  C(31,27)*MU
 2 492 +1.7517301090D-40  S(31,27)*MU
 1 493 +3.1902147530D-43  C(31,28)*MU
 2 493 +1.6064170670D-42  S(31,28)*MU
 1 494 -3.7606823600D-43  C(31,29)*MU
 2 494 -4.1274265280D-43  S(31,29)*MU
 1 495 -1.5403424270D-44  C(31,30)*MU
 2 495 +5.2897956090D-44  S(31,30)*MU
 1 496 -1.8494993500D-46  C(31,31)*MU
 2 496 -5.8778562980D-47  S(31,31)*MU
 1 497 -1.2800805250D-03  C(32, 1)*MU
 2 497 -1.2929704970D-03  S(32, 1)*MU
 1 498 +8.0336360360D-06  C(32, 2)*MU
 2 498 +1.8846125110D-05  S(32, 2)*MU
 1 499 -8.8576651970D-08  C(32, 3)*MU
 2 499 +3.9872238020D-07  S(32, 3)*MU
 1 500 +8.3025540510D-09  C(32, 4)*MU
 2 500 -1.3916993300D-08  S(32, 4)*MU
 1 501 -6.1378919240D-12  C(32, 5)*MU
 2 501 -3.5727245740D-10  S(32, 5)*MU
 1 502 -1.5288794730D-11  C(32, 6)*MU
 2 502 +8.7412614340D-13  S(32, 6)*MU
