annual_collision_p,acpl,f_rem_risk,f_res_risk,f_risk_red,false_alarm_rate,man_rate,rem_risk,res_risk,risk_red,sma,d_ref,scaling_factor
0.0001142,0.0001,0.864693,0.842161,0.157839,0.999558,0.0349798,9.87861e-05,8.24768e-05,1.5458e-05,6578.137,0.26,0.5
0.0003918,0.0001,0.850058,0.735343,0.264657,0.999737,0.223154,0.000333076,0.000163239,5.87513e-05,6678.137,0.26,0.5
0.0008071,0.0001,0.792916,0.445,0.555,0.998788,0.137855,0.000639948,0.000134008,0.000167134,6778.137,0.26,0.5
0.001979,0.0001,0.681666,0.155855,0.844145,0.998586,0.445437,0.00134917,0.000116327,0.000630054,6878.137,0.26,0.5
0.004724,0.0001,0.69146,0.0685208,0.931479,0.996912,0.472006,0.00326669,0.000107227,0.00145765,6978.137,0.26,0.5
0.007908,0.0001,0.737628,0.0432769,0.956723,0.997203,0.741756,0.00583332,9.38568e-05,0.00207489,7078.137,0.26,0.5
0.01347,0.0001,0.790781,0.0284297,0.97157,0.997793,1.27719,0.0106557,8.24947e-05,0.00281921,7178.137,0.26,0.5
0.01044,0.0001,0.87913,0.0493023,0.950698,0.998694,0.966419,0.00917788,6.54382e-05,0.00126185,7278.137,0.26,0.5
0.008176,0.0001,0.906681,0.0512448,0.948755,0.998634,0.558387,0.00741303,4.12106e-05,0.00076298,7378.137,0.26,0.5
0.006132,0.0001,0.940274,0.0627224,0.937278,0.9988,0.30529,0.00576534,2.45068e-05,0.000366212,7478.137,0.26,0.5
0.005696,0.0001,0.955774,0.0642976,0.935702,0.998884,0.225723,0.00544435,1.73113e-05,0.000251926,7578.137,0.26,0.5
0.0001142,0.0001,0.880147,0.860188,0.139812,0.999537,0.0295634,0.000100552,8.42423e-05,1.36924e-05,6578.137,0.26,0.6
0.0003918,0.0001,0.887434,0.801315,0.198685,0.999693,0.143834,0.000347721,0.000177884,4.41063e-05,6678.137,0.26,0.6
0.0008071,0.0001,0.795771,0.452652,0.547348,0.998974,0.160708,0.000642253,0.000136313,0.00016483,6778.137,0.26,0.6
