annual_collision_p,acpl,f_rem_risk,f_res_risk,f_risk_red,false_alarm_rate,man_rate,rem_risk,res_risk,risk_red,sma,d_ref,scaling_factor
0.0002358,0.0001,0.917706,0.899054,0.100946,0.999501,0.0389047,0.000216401,0.000172829,1.94054e-05,6578.137,0.26,0.5
0.0008196,0.0001,0.902676,0.792572,0.207428,0.999675,0.24546,0.000739791,0.000304767,7.97622e-05,6678.137,0.26,0.5
0.001468,0.0001,0.688362,0.359991,0.640009,0.998842,0.395256,0.00101064,0.000257357,0.000457541,6778.137,0.26,0.5
0.004147,0.0001,0.725563,0.163153,0.836847,0.997963,0.558602,0.00300881,0.000221877,0.00113805,6878.137,0.26,0.5
0.008027,0.0001,0.708842,0.0715341,0.928466,0.996486,0.665011,0.00568984,0.000180064,0.00233712,6978.137,0.26,0.5
0.0153,0.0001,0.750432,0.0330865,0.966913,0.995873,0.925361,0.0114847,0.000130696,0.00381942,7078.137,0.26,0.5
0.0231,0.0001,0.808184,0.023492,0.976508,0.996931,1.44345,0.0186652,0.000106574,0.00443004,7178.137,0.26,0.5
0.01787,0.0001,0.87471,0.0375608,0.962439,0.998447,1.44239,0.0156354,8.74028e-05,0.00223957,7278.137,0.26,0.5
0.01097,0.0001,0.892598,0.0347133,0.965287,0.997528,0.47646,0.00978889,4.23574e-05,0.00117785,7378.137,0.26,0.5
0.007473,0.0001,0.938436,0.0564947,0.943505,0.998439,0.294779,0.00701277,2.7547e-05,0.000460056,7478.137,0.26,0.5
0.008681,0.0001,0.957349,0.0515319,0.948468,0.998558,0.256759,0.00831095,2.01168e-05,0.000370258,7578.137,0.26,0.5
0.0002358,0.0001,0.923203,0.905796,0.0942044,0.999546,0.0398545,0.000217697,0.000174125,1.81093e-05,6578.137,0.26,0.6
0.0008196,0.0001,0.916803,0.822681,0.177319,0.999683,0.215001,0.000751369,0.000316345,6.81842e-05,6678.137,0.26,0.6
0.001468,0.0001,0.691937,0.367333,0.632667,0.999036,0.469193,0.00101589,0.000262606,0.000452292,6778.137,0.26,0.6
0.004147,0.0001,0.727374,0.168678,0.831322,0.998331,0.677201,0.00301632,0.000229389,0.00113054,6878.137,0.26,0.6
0.008027,0.0001,0.709588,0.0739148,0.926085,0.997198,0.831819,0.00569583,0.000186057,0.00233112,6978.137,0.26,0.6
0.0153,0.0001,0.750929,0.035014,0.964986,0.996777,1.18256,0.0114923,0.000138309,0.0038118,7078.137,0.26,0.6
0.0231,0.0001,0.808505,0.0251234,0.974877,0.997425,1.71753,0.0186726,0.000113975,0.00442264,7178.137,0.26,0.6
0.01787,0.0001,0.874871,0.0388032,0.961197,0.998546,1.53801,0.0156383,9.0294e-05,0.00223668,7278.137,0.26,0.6
0.01097,0.0001,0.892741,0.0359948,0.964005,0.997725,0.516996,0.00979046,4.39211e-05,0.00117629,7378.137,0.26,0.6
0.007473,0.0001,0.93851,0.0576219,0.942378,0.998518,0.310067,0.00701332,2.80966e-05,0.000459506,7478.137,0.26,0.6
0.008681,0.0001,0.957395,0.0525526,0.947447,0.998623,0.268683,0.00831135,2.05152e-05,0.00036986,7578.137,0.26,0.6
0.0002358,0.0001,0.929419,0.913421,0.0865789,0.999544,0.0365214,0.000219163,0.000175591,1.66434e-05,6578.137,0.26,0.7
0.0008196,0.0001,0.931417,0.853828,0.146172,0.999628,0.151176,0.000763346,0.000328322,5.62075e-05,6678.137,0.26,0.7
0.001468,0.0001,0.695918,0.375508,0.624492,0.99917,0.538197,0.00102173,0.000268449,0.000446448,6778.137,0.26,0.7
0.004147,0.0001,0.729025,0.17371,0.82629,0.998589,0.796191,0.00302316,0.000236234,0.00112369,6878.137,0.26,0.7
0.008027,0.0001,0.710415,0.0765522,0.923448,0.997692,1.00697,0.00570247,0.000192696,0.00232448,6978.137,0.26,0.7
0.0153,0.0001,0.751495,0.0372061,0.962794,0.99739,1.45726,0.0115009,0.000146968,0.00380314,7078.137,0.26,0.7
0.0231,0.0001,0.808894,0.0271071,0.972893,0.997806,2.01193,0.0186816,0.000122974,0.00441364,7178.137,0.26,0.7
0.01787,0.0001,0.875044,0.0401318,0.959868,0.998639,1.64075,0.0156414,9.33855e-05,0.00223358,7278.137,0.26,0.7
0.01097,0.0001,0.892736,0.0359518,0.964048,0.997901,0.560349,0.00979041,4.38687e-05,0.00117634,7378.137,0.26,0.7
0.007473,0.0001,0.93858,0.0586983,0.941302,0.998594,0.326431,0.00701384,2.86215e-05,0.000458981,7478.137,0.26,0.7
0.008681,0.0001,0.957447,0.0536904,0.94631,0.998687,0.281325,0.0083118,2.09594e-05,0.000369416,7578.137,0.26,0.7
0.0002358,0.0001,0.935405,0.920764,0.0792358,0.999533,0.032597,0.000220575,0.000177002,1.52318e-05,6578.137,0.26,0.8
0.0008196,0.0001,0.942349,0.877127,0.122873,0.999498,0.0940284,0.000772305,0.000337281,4.72481e-05,6678.137,0.26,0.8
0.001468,0.0001,0.700518,0.384955,0.615045,0.999266,0.599079,0.00102849,0.000275204,0.000439694,6778.137,0.26,0.8
0.004147,0.0001,0.730932,0.179524,0.820476,0.998776,0.911941,0.00303107,0.00024414,0.00111579,6878.137,0.26,0.8
0.008027,0.0001,0.71132,0.0794387,0.920561,0.998049,1.18746,0.00570974,0.000199962,0.00231722,6978.137,0.26,0.8
0.0153,0.0001,0.752156,0.0397664,0.960234,0.997827,1.74552,0.0115111,0.000157082,0.00379303,7078.137,0.26,0.8
0.0231,0.0001,0.809342,0.0293862,0.970614,0.998104,2.32237,0.018692,0.000133314,0.0044033,7178.137,0.26,0.8
0.01787,0.0001,0.87529,0.0420189,0.957981,0.998725,1.74865,0.0156458,9.77768e-05,0.00222919,7278.137,0.26,0.8
0.01097,0.0001,0.892998,0.0383104,0.96169,0.99806,0.60493,0.00979328,4.67466e-05,0.00117346,7378.137,0.26,0.8
0.007473,0.0001,0.938703,0.0605768,0.939423,0.998666,0.343324,0.00701476,2.95374e-05,0.000458066,7478.137,0.26,0.8
0.008681,0.0001,0.957521,0.0553462,0.944654,0.998747,0.294372,0.00831244,2.16058e-05,0.000368769,7578.137,0.26,0.8
0.0002358,0.0001,0.939277,0.925513,0.0744869,0.999533,0.0306687,0.000221488,0.000177915,1.43189e-05,6578.137,0.26,0.9
0.0008196,0.0001,0.947554,0.888222,0.111778,0.999383,0.0696829,0.000776571,0.000341547,4.29821e-05,6678.137,0.26,0.9
0.001468,0.0001,0.705411,0.395004,0.604996,0.999338,0.653767,0.00103567,0.000282387,0.00043251,6778.137,0.26,0.9
0.004147,0.0001,0.732956,0.185699,0.814301,0.99892,1.02512,0.00303947,0.000252537,0.00110739,6878.137,0.26,0.9
0.008027,0.0001,0.712419,0.0829422,0.917058,0.998317,1.37145,0.00571856,0.000208781,0.0023084,6978.137,0.26,0.9
0.0153,0.0001,0.75295,0.0428422,0.957158,0.998151,2.0445,0.0115232,0.000169232,0.00378088,7078.137,0.26,0.9
0.0231,0.0001,0.809884,0.0321471,0.967853,0.99834,2.64525,0.0187045,0.000145839,0.00439078,7178.137,0.26,0.9
0.01787,0.0001,0.87553,0.0438658,0.956134,0.998804,1.86086,0.0156501,0.000102074,0.0022249,7278.137,0.26,0.9
0.01097,0.0001,0.893137,0.0395546,0.960445,0.998201,0.651511,0.0097948,4.82647e-05,0.00117194,7378.137,0.26,0.9
